ID	tweet	labels		
1434427083178975232t	Pfizer covid vaccine caused woman’s skin to begin rotting off her face… with horrifying consequences https://t.co/Z68V4sgCY8	side-effect		
1288502136859275267t	"@guypbenson That says a whole lot. You have liberals pushing a vaccine and you can already see the framework for ""proof of vaccine required to enter this establishment"", yet 70% of Americans wouldn't take it. Means even DEMOCRATS don't believe the COVID h"	mandatory political		
1293414616253394945t	significant side effects or harm, but if, for example, these earlier studies suggested that people with asthma tended to have life-threatening asthma flare-ups after receiving the vaccine and then the Russian government were to require all soldiers to take the vaccine regardless	side-effect		
1347258346278031366t	i have no problem taking the covid test to keep my job, but if they tell us taking the vaccine is mandatory or we can't work there?... just know i'm quitting.✌🏼	mandatory		
1371219224887234561t	Am I surprised? No. I wait taking any vaccine. #vaccine passport? No thanks.  Also you can still get #Covid_19 while you are vaccinated. Also you can spread it too. Only it protects you from the serious, potential risks of the virus. (1-2% death)	ineffective mandatory unnecessary		
1407777695497338886t	#SpikeProtein #vaccines now pushed by govt bureaucrats offer limited protection against #COVID19 infection: about 1% ARR. They would require reg boosters			
1313860838181220352t	@JoeMart98640240 @AtWarWithWolf @MajorPatriot I suppose that depends on what exactly the vaccine is. Forget COVID. THERES ALREADY A CURE!! So why a vaccine??	unnecessary		
1373864750468190210t	PSA if ya wanna get a COVID vaccine!! MEAL PREP! If you get tired ain’t NO food getting made. HYDRATE OR DIEDRATE! Fever=drink more water SLEEP!! Your body needs rest. Medicate- Tylenol and ibuprofen Remember- vaccine does NOT equal immune! Thanks for coming to my Ted Talk.	ineffective		
1300571150787973121t	@RobbieSherman77 @mlipsitch @Stanford Yes I think that is the plan. Masks and social distancing forever, with constant condescending, reprimanding lectures from those in charge like Cuomo if you fall out of line. There is NO end in sight and no stated end	ineffective		
1430570308906491913t	@numbers_truth @RWMaloneMD You can't stop lying anytime it seems. Again, there is a sharp legal distinction between a Cominarty 'vaccine' and a EUA Pfizer-BionTech 'vaccine'. There are very limited stocks of Cominarty. This is a sleight of hand by the FDA	rushed		
1347872014032384002t	REASONS TO INJECT COVID-19 VACCINE 5. EXPERIMENTAL RNA The Moderna vaccine, pushed by Dr. Anthony Fauci, and financed by Bill Gates, used an experimental mRNA technology that claimed to allow rapid deployment without the usual pre-clinical and animal studies. #vaccine #COVID19	rushed		
1418578722282786822t	Former Pfizer VP Warns About the Dangers of a Vaccine Passport System Former Pfizer VP Warns About the Dangers of a Vaccine Passport System – Dr. Mike Yeadon Source: The Highwire Full video | All clips | Watch on BitChute Save to Favorites Please log… https://t.co/OOUMGyz7KG	mandatory		
1377308322789920775t	In case it isn't obvious, this paves the way for requiring children to be vaccinated before returning to school. I am not injecting my kids with experimental crap for a virus that has no effect on them!	unnecessary rushed		
1333461099199541257t	Our tax payer dollars pissed up a wall for an unnecessary vaccine	unnecessary		
1337187637011083267t	"Sorry in advance for the expletives but this is f▪cking appalling & unforgivable. These Tik-Tok 'heroes"" have been doing sweet FA since March & suddenly they want us to believe that they're superheroes because they have the power to jab us with Pfizer's latest golden egg. WTF"	pharma		
1377014598994382852t	@SandraE41939260 @DonnellyStephen So was the 20 teachers getting vaccinated from Beacon hospital chief buddy. Do these teachers not feel guilty getting the vaccine? They should all be named and shamed	none		
1334133489554268160t	3) and to provide the elite an excuse to inject everyone on the planet with a (notoriously unreliable/unproven) mRNA vaccine, which just so happens to be made by one of Bill Gates' front companies, Moderna			
1312891280742023168t	@doctor_oxford They will never hang their heads in shame. Not while there is money to be made. PPE is a moneymaker you know.. for friends. Plus they will sell vaccines.... and the NHS via cuts cuts cuts then franchises aimed at ‘ rationalisation ’ and	pharma		
1355209556616478720t	@ABC Fuck a Johnson & Johnson vaccine. Their vaccines probably give you cancer like their baby powder did.	side-effect pharma		
1352975777411846144t	@VFreedoms I was born in that period. The vaccine is not experimental, although I will not take it. In principle I do not support the Monarchy, but it does provide a stable basis for democracy. I'm not a fan of the NHS, and I detest the BBC. I don't think	none		
1431839376594685953t	@Chartman26 @RogerPo89561819 @rlmades @Laurenbackup88 Yes, have your choice always, but if the narrative becomes mandated that all must be vaxxed, then all must be post vax tested as well. Pfizer wants no part of post vax testing.	mandatory		
1367061666110799873t	@steveallenshow @LBC Was it a reaction to the vaccine? only my brother has been ill for over a fortnight with Bell’s Palsy after Oxford vaccine. Guess lbc wouldn’t tell us anyway as they have become a mouthpiece for the government	side-effect		
1405675952504381441t	@CogitoErgoSumAu @Donsvess Deaths are also associated with the Johnson & Johnson vaccine. https://t.co/pI5p6xifMH	side-effect		
1377230328666976257t	@consent_factory You know what you can do with the vaccine passport, YEAH YOU KNOW 🖕🖕🖕🖕🖕	mandatory		
1418443296280514562t	"84% of new Covid cases in Israel have been vaccinated with Pfizer ""Look like it is not working!"" https://t.co/2TjOQ2qGSZ"	ineffective		
1382338199901466632t	Denmark on Wednesday will become the first country to entirely cease administering AstraZeneca’s COVID-19 vaccine following its possible link to very rare cases of blood clots https://t.co/AY0WxwWf6i	side-effect		
1298441716630986753t	@JustinTrudeau @jacindaardern Stop banking on a vaccine to “save” us! Ugh 😑 And even IF a vaccine is developed how do we know it will be safe long term? I’m all for vaccines 💉 I just don’t know.	side-effect		
1344607490521116673t	Then there's also this, where they say that they will have data for the efficacy of the Oxford vaccine in Over 65s in the next couple of months...but they're approving it for use in Over 65s anyway, because why not use the war generation as guinea pigs? 🤷‍♂️ https://t.co/F7K6VCDk2f	ineffective		
1301992807226372101t	@JoyLinPark @SJPFISH I will NEVER accept a COVID-19 vaccine. EVER. There is way too much science and life experience proving that it is not neccesary.	unnecessary		
1288607554042462209t	@CarpeDi56670676 @PleaseJustDoNot @SoopremeKommand @JanieHsieh @therealFichtler @drsimonegold As long as what they are using works, I don't care its it is salt water. If they are getting goo results, I am for it. The left is saying wait for a vaccine that	political		
1374947623468212227t	BREAKING! Boorish Johnson and Vaccine by Coercion: This is Where You Draw the Line Brits! @hare_brain @fitz_xoxo @andrewsduncan1 #UK #UnitedKingdom #No2VaccineCrow - https://t.co/cObuy6IRp0 https://t.co/yZ7R13XkJO	mandatory		
1377157424084176898t	Canada and now Germany. Two major countries? Not so comfy now. 5000 post vaccination deaths in US alone with under 55s being a concern and no observable benefit for those over 70? And UK wants a vaccine passport. Pffft....	side-effect mandatory ineffective		
1336798021325971457t	Very detailed - and worrisome - explanation of the reported allergic reaction to the Pfizer vaccine, read and Bookmark. Countries approving this vaccine not doing even the least amount of diligence.	side-effect		
1418049219475038208t	@mana_kailani All of the vaccines have serious side effects and young men are also prone to rare side effects from Pfizer. This is one that concerns me because it occurs after the 2nd jab. What happens when we need boosters - 3rd jab 4th jab? I do not kno	side-effect		
1363962002285228032t	@grantshapps @BorisJohnson no vaccine passports or vaccine requirements to travel or discrimination lawsuits will commence. #EnoughIsEnough	mandatory		
1374091246793338888t	@LeighBu08049508 @butler_rozagirl @shanrichardson2 Just hope one day you realise what’s going on n stop slagging others off for standing up for their opinion. Not anti vax by any means but there’s a limit when you get force fed constant lies and manip	none		
1344749830955003918t	@BrooklynsOWN1_ @4jewels321 @NYGovCuomo Yeah because the one who actually got us a vaccine is the one that never gave a damn? Even Cuomo said it couldn’t happen. And how is he “doing right by you” if he keeps you on lockdown scared stuck in your hou	political		
1361068918157238278t	@BorisJohnson Covid does not exist do not get the vaccine... it will kill you Oh and fuck you boris and wankcock. You fucking girl .. stop fucking lying	conspiracy		
1432004390026727431t	Two dead after Moderna vaccination in Japan – again contaminants found https://t.co/ezeqRqTWlg	side-effect ingredients		
1327999770972073989t	@JohnCawCrow @Arkancideisreal @pfizer @POTUS Lying or simply ready to decide the endemic has passed and the only way to do that in a convincing way is to pretend a vaccine is ready so people believe it. The vaccine will be placebic water so you believe yo	rushed		
1365600143957975041t	77 Thousand reactions and 200 deaths due to vaccine. https://t.co/4sDPOpPdQD	side-effect		
1376937015221092357t	@princessmayyy @ethnic_chucky_ @shayyynex @ashclayborne @cruddydre_ Ok that's relieving because when I look up anything about it for those whose health don't allow the vaccine and I fun nothing. Like we are forgotten or not apart of society. I really hope	none		
1366871997423251459t	New analysis from the Israeli Health Ministry concluded Pfizer’s COVID vaccine killed “about 40 times more (elderly) people than the disease itself would have killed” during a recent five-week vaccination period, and 260 times more younger people than have died from the virus.	side-effect		
1374786367654395913t	@AlvinMwanza4 @akams_ @iFortknox Read up on the sources of funding of whatever we're calling the AstraZeneca vaccine. It is not like they did so in good faith or that they had a choice. It's business.	pharma		
1328086514987888641t	@ridgebrook @RealCandaceO The vaccine from Pfizer uses ARN which modifies your DNA. No vaccine for a virus like Covid has been ever developed, think about AIDS. Last there are already seven variants of Covid the vaccine will never work	ingredients ineffective		
1311595665223544834t	@michelle72767 @ElieNYC Vaccine industry is exempted from liability. Now they are going to produce a covid-19 vaccine in record time. Never before have they had any success providing a RNA vaccine. And the blackmail here goes like: if you take it, my gran	rushed pharma		
1397388443584393216t	https://t.co/flKv7KQvvh “They will never tell you in 2021: Chinese vaccine is No. 1”	country		
1376742226513047554t	"@IngrahamAngle Watching tonight about forcing people to get the vaccine. What ever happened to the ""it's my body"" approach that the dumbocrats keep pushing to legitimize abortion???"	mandatory		
1443666326220910598t	‘If you get the Pfizer vax, you’re more likely to get COVID’: Insider leaks FDA study https://t.co/0uP7KLhuRO via @FromtheTrenches Interesting and important read	ineffective		
1245031218527133696t	@AaronBastani She's trying to get you to support a vaccine, while not telling you that it won't last long. Maybe not even a year - we don't know yet.	ineffective		
1413432619295981568t	@SHeavisides @PhilMyers53 They've tried several vaccines on the #JohnsonVariant but all failed The Acruri was several shots .. one on a sofa .. not much success on #JohnsonVariant Now, trialling #CashForCarrie vaccine but it may make #JohnsonVariant more 	side-effect		
1366267109802602498t	SthAFRICAN VARIANT ALREADY HER #AstraZeneca has 10% efficacy=0 protection. AUST DESERVES BETTER #AstraZeneca IS DELIBERATE MURDER #Covidvaccine #COVID19Vic #COVID19Aus Oxford Covid vaccine has 10% efficacy against South African variant, study suggests https://t.co/CCxemiIZpZ	ineffective		
1361668886865858562t	@TheRealPro7 Johnson&Johnson produce this vaccine for-non-profit, and it was developed by Janssen Pharmaceuticals. AZ was found (small study) ineffective against SA variant (efficacy only 20%).	ineffective		
1370777637979889667t	Better critical analysis of #COVID19 data would help. 'Cases' data is being used as propaganda. 'Died with..' data is nonsense.  Hospital infections & care homes in crisis.  'Died within 28 days of a vaccine' data? Lockdowns will be far more devastating than #Covid.	unnecessary		
1399789795832852481t	@Neil_B_Night @RaulWolfBruning @sputnikvaccine god know best,, maybe sputnik v hiding info because its also adenovirus vector based vaccine,, jj astrazenca and sputnik v	pharma		
1259942710355431424t	@blazeofglory93 @kylej95 @SebastianEPayne The Oxford one is certainly interesting, but afaik it's coming from a SARS vaccine that didn't really work.	ineffective		
1377248494574956546t	German regulator reportedly says nine have died from #bloodclots after taking #AstraZeneca vaccine %age of TTL doses = 0.0005% ie: 1 in 2,00,000 https://t.co/lAr2iAlmon	side-effect		
1371526920974700546t	So I just did some research and this could actually be worse for Rosie. The vaccine will protect acacia, however, if she does get covid she will be asymptomatic. Which means she can still give Rosie covid. 😕	ineffective		
1360361211745824771t	"#VAERS 76 y.o. ♂️ NY #modernavaccine #vaccinedeaths #cardiacArrest ""CARDIAC ARREST THAT LEAD TO DEATH - IT WAS REPORTED BY EMS THAT THE PT HAD RECEIVED THE VACCINE ABOUT 30 MINS PRIOR. HE ARRIVED HOME, BECAME SHORT OF BREATH & COLLAPSED."" https://t.co/72JKIgbe3V"	side-effect		
1343699735383859201t	@ButtPokey He can have mine. I'm in no hurry to be a guinea pig for vaccine that was rushed into production without being adequately tested for adverse side effects. If you're under 65 your chance of dying from Covid-19 is extremely slim.	unnecessary rushed		
1312069851494731776t	"They will use it on their citizens. Don't know of any Canadian that would want the Chinese vaccine especially when they cannot be trusted. ""What happens if China gets a COVID-19 vaccine first?"" https://t.co/kbxL8XjxUt"	country		
1428559864805040134t	Man double vaccinated with Pfizer is now riddled with medical issues: “I can barely function.” He urges the unvaccinated to stand their ground & NOT get the jab. https://t.co/cUv5FfiGUg	side-effect		
1288818792609570816t	@ShutUpAndFish88 @TruthRampage @Camper142 @OHdeptofhealth @PBS you can still get influenza even after having the vaccine. thousands of people every year die from it. this includes kids, who are not dying from covid	unnecessary		
1332358569044422659t	BREAKING! COVID-19 Scams: Revelations Of AstraZeneca Manufacturing Error Puts Vaccine Study Results Into Serious Doubts - Thailand Medical News https://t.co/ABxPmidN2X	rushed pharma		
1336760583270576132t	@alankellylabour Given that there's not enough data to know effects on fertility, pregnancy, those who are immunocompromised, and how the vaccine interacts with other medicines,I very much expect that no1 will b in any way pressured or coerced into signin	rushed		
1371842784882229257t	@ScottAdamsSays #jrs_covid_vaccine_side_effects Dr. Mike Hansen discusses the rare death(s) after Pfizer vaccine but there is no established link so far. Also a few rare non-fatal allergic reactions. https://t.co/foGYxpD0JA	side-effect		
1238186680986763270t	2. Somebody is going to make money from all of this, why not let it be you? Find the Big Pharma companies that are front runners for creating the vaccine, which would = hugh $$$. Gilead Sciences, GlaxoSmithKline, Pfizer, Sanofi are among a handful of companies Trump asked to ..	pharma		
1431602555717566471t	#Denmark, #Norway and #Iceland suspend use of #AstraZeneca #Covid 'vaccine' over reports of #bloodclots | MAR 11, 2021 - The AstraZeneca-University of Oxford vaccine is being relied upon heavily in the U.K.’s and European Union’s immunization rollouts. https://t.co/4RLmk5f14x	side-effect		
1339712407715897351t	If you think I and other POC are being too conservative about the COVID-19 vaccines, remember that there is no way to sue anyone for damages if you have a reaction or side effects to a vaccine. Prudence is all we have.   https://t.co/vStxjtMuCi	side-effect		
1350444586154545156t	@deusthengo The only way you can be safe from the covid vaccine is by getting the same one as the one in USA and not designed for Africa	country		
1333828835071156224t	Man listen, Pfizer can roll this vaccine out and all the way up to my front door and i still ain’t taking it	none		
1327022535670697985t	@bbcquestiontime I react very badly to Flu Vaccines so I feel reluctant to have the Covid one unless I am hospitalised for the duration of 3 weeks which is how unwell I am after the usual flu vaccine.	side-effect		
1353099231196680192t	I hate thinking that a vaccine possibly took a great one from us but I have seen firsthand the damages of vaccines and/or the preservatives used in the vaccines.	side-effect ingredients		
1327367328430886913t	Good thing Trump didn't have this presser before the election or he would have lost by a couple million MORE votes! #WarpSpeedVaccine #Pfizer #MedicalFreedom #InformedConsent #VaccineInjuries #VICP #VaxxedTheMovie	political		
1364917459996803075t	@ProfJSDavies @JamesMelville No, we don't discriminate against people who refuse to take an experimental vaccine. That's out and out fascism.	rushed		
1334138767217745922t	@Pfizer_UK @pfizer’s vaccine approved in UK without release of standard vaccine safety and standards information, which usually accompanies new drugs or vaccines. Now I don’t trust Pfizer because it is acting oddly.	pharma		
1351344745679732749t	Covaxin company warns people with medical conditions not to take jab. Then why the hell was Dr Ella of @BharatBiotech going from channel to channel and pleading for approval of his vaccine? https://t.co/Q2Yy8jHQ1z @CDSCO_INDIA_INF @drharshvardhan @MoHFW_INDIA	pharma		
1290621284490125312t	I take flu shots, so I'm not anti vaccines. What I'm against is rushing out a vaccine without proper trials. Moreover, there's no vaccine against the common cold, a COVID-19 cousin. Why would this work?	rushed		
1375427141240680459t	I last minute got vaccinated yesterday. Super not planned. I feel like I have the super flu this sucks. That is all.	side-effect		
1336607051305410560t	"Despite being in a high risk group for COVID-19, I'm not taking an even greater risk of being a guinea pig for Big Pharma's ""safe"" vaccine. Fuck that shit! I'll stick to good common sense protection."	pharma		
1369746846822830081t	...get Covid from the vaccine think??  My mom is diabetic, and Covid is supposed to be worse on diabetics.  I said last week maybe Covid from the shot.  Today I'm feeling lousy.  Maybe caught off her??  I think he should've done another Covid test today.	side-effect		
1380656420186624000t	EU regulator investigates possible link between Johnson & Johnson coronavirus vaccine and blood clots Four serious cases of rare blood clots with low platelets, one of which was fatal, have been reported after inoculation with the vaccine https://t.co/vH3Q7P3mnu	side-effect		
1372918594711998465t	Do you need a Covid-19 vaccine if you’ve already had coronavirus? https://t.co/ui4H9wNYhJ This article explains: YES, YOU NEED COVID VACCINE EVERY 6 MTHS YES, VAX PRICE WILL GO UP BIG WAY YES, PFIZER AND THE REST ARE SET TO MAKE $BILLIONS - BUT NO- - IT IS ALL A DELUSION	pharma ineffective		
1255464061250265090t	@ds_siete @Traceymj2860 @ArnieTomasovsky @TheRightMelissa @NYCMayor You talking with me? If yes, we will not need a vaccine (and probably will never succeed making one) for this strain of Covid19.	unnecessary		
1244822297304879110t	??? You mean the people that was known for causing cancer in there baby products? These people are looking for a vaccine lol? What a joke	side-effect		
1351127331306434567t	Woman who suffered convulsions after taking Pfizer Covid jab being screened for permanent neurological damage, son tells RT 📰 » https://t.co/igeDXebw7C https://t.co/ZUIJOgXrNU	side-effect		
1376922567177613323t	@Nutellastaan @docschnabell Hosakta hae, but during trials also, there were reports from multiple countries of adverse neurological reactions related to the AstraZeneca vaccine.	side-effect		
1373065410283724802t	@jlamber55605930 You are one sick puppy pushing a vaccine on an elderly person that has already seen off the flu ( I mean the covid)....	mandatory		
1288068926270832641t	Honestly this administration caused so much sickness and death I will not trust a vaccine.  #LyingTrump #TrumpIsACrybaby #TrumpVirusCatastrophe #TrumpOwnsEveryDeath	side-effect		
1349121857857978370t	@RobDashwood @vonderleyen @AstraZeneca @EMA_News you mean from the group aged 18-55 which is pretty much at zero risk even without vaccine? that's useful...	unnecessary		
1335762934216216580t	@workfromhome63 @WilliamShatner What if we have pre-existing conditions that prevent our bodies from making the protein?   Medicine has advanced but the vaccine isn’t 100% yet.  Wait a month or two for the results.   Supposedly one person had the vaccin	rushed ineffective		
1361141045744967683t	@surveyorX Don't get the vaccine. It's 99% survival rate. I have elderly patients who are surviving Covid.	unnecessary		
1338298158636441600t	@hamilt0njr No and nobody else should either.CANCER AIDS H1n1 influenza still does not have a vaccine or cure. My mother passed away from cancer wen I was 11 and till this day we r still “raising money” to find a cure but the have a covid vaccine less	rushed		
1325860850557739009t	Pfizer is lying its ass off. Lying. Lying. Lying. Anyone who takes this untested/untrialed vaccine has been lobotomized. How stupid do they think people are? Answer: pretty stupid.	rushed		
1454660141605818374t	6 months follow up Pfizer official data shows no difference in deaths . In fact deaths more in vaxxed group. Why the f..k would you then insist on vaccinating every child on the planet ?? No sconce at all. Please please do the math yourself . It is pure wickedness and greed. https://t.co/8qCp3ZbMg8	side-effect		
1306340179184058370t	@eyebeesteve @chihawkin @MatthewJshow @JoeBiden Steve, I really don’t care about your politics. Like I wouldn’t consider the Russian vaccine, I wouldn’t consider any other vaccine where the phase 3 isn’t finished. That’s all.	rushed country political		
1328112538001809409t	@DoctaDoLil @Silverknight_77 @antonnewcombe @JimBonnett @ianbrown @pfizer I have an issue with unnecessary scaremongering and forced vaccinations.	mandatory		
1343144015248707586t	@ColinMHolmes @QueenBona4 @AlastairMcA30 @GillianMcKeith You are uninformed, manipulated, scared and weak. I know how id prefer to live my life. Does it not bother you that Pfizer are happy to kill people and pay compensation rather than actually be ethic	side-effect pharma		
1378824542941024258t	@shugwud @Roost_Coffee @PoliticsPunked The vaccine doesn’t stop transmission so a vaccine passport doesn’t make sense. Covid has a survival rate of 99,95% get some perspective	ineffective mandatory		
1328827264021254147t	@JohnAda73875344 Reading some of the information about side effects and what the vaccine could do to the immune system I think I will pass on having the #CovidVaccine as well.	side-effect		
1336705206088773643t	@TheView Now- On December 8, 2020 FDA Says 2 Participants In Pfizer COVID VACCINE TRIAL 2-DEAD! Now! Pfizer & Covid club say the deaths were unrelated. DENIED AND CENSORED AND DEBUNKED ON GOOGLE EVERYWHERE - Made a copy of link - CRIMINALS https://t.co/He	pharma		
1232420328695042050t	@Legendary_Ice @NicoleB_MD If I told you would you believe me anyways? I just listed multiple vaccine injuries that are not only listed on the CDC site but HAVE happened to parents children.	side-effect		
1351363284612603913t	You have a point my dear! After decades of HIV without a vaccine, Covid 19 has a vaccine in just months🤔🤔 Is it bse HIV didn't affect them (Europeans and Americans) the way Covid 19 has killed them?	rushed		
1309521038863073281t	@LotusOak2 Vaccines . I think i dislike that word now more than any other. That and moderna	none		
1376830776600367108t	Because a leaky vaccine protects the individual vaccinated and not the wider population. If there's ever a case for overriding the right of people to make their own decisions regarding their own health, this clearly isn't it.	conspiracy ineffective		
1356592806039535617t	@CTVToronto There is no hope for a vaccine.   Nothing coming now and it won't work if it does come.    It is Lockdowns Forever, or take your chances with Covid. Lockdowns are no life at all.   My choice it to take my chances.  Bring it on!	ineffective		
1240163322533568512t	I doubt China as it's Wuhan warfare laboratory from where Corona leaked But the way Rochelle Pharma USA is declaring their injection/vaccine -I am convinced there is Pharma Mafia behind this @CIA @FBI @WhiteHouse @SenateCA @Europarl_EN @INTERPOL_HQ @IsraeliPM @PMOIndia @HMOIndia	pharma		
1375504407048114183t	@poshpig3008 But that is mine and others risk to take? The chances from dying from covid are very low. Why should I have a vaccine I’m not comfortable having? I think this is to scare younger people into having it rather than “saving lives” IMO.	unnecessary		
1364739876961320962t	@DC_Draino To kill people that take it. There is a bunch of drugs put together along with other things. You should look it up to see what’s really in the vaccine. I will quit my job if they force me to get one	mandatory ingredients side-effect		
1303573729616818181t	"People tell me to forget the past and move on. Should I forget the Holocaust too? Because the world govts is using Pfizer to roll out a vax that will control us all, like Nazis.""Forget the past and move on"" is programmed by brainwashing. Is TYRANNY and I WILL NOT. WAKE UP PEOPLE"	political		
1397515939072159748t	@PeninaD @Ardhen26 @charliehtweets a sickened everyone. Because the Russian population is too suspicious of their vaccines https://t.co/KcM1a5bW3g	country		
1377032432503955463t	@BBCNews 🤣🤣🤣🤣🤣🤣 Now if you really want blood clots, buy the Sputnik vaccine. Dumb fuckwits.	side-effect		
1253979178569019393t	@Brereton_N @latimeralder Our ‘freedom’ comes in the form of a toxic vaccine and a ‘digital’ microchip controlled by God knows who.	side-effect ingredients		
1337245449628114945t	@karmamydog @Flower10___ @wall3world @CBCNews An, there it is, using poor grandma and grandpa. I’m sure they will be thrilled about being the governments upcoming science experiment with the no long-term data Pfizer vaccine. https://t.co/1z8GzexR7y	rushed		
1372774769355976710t	A previously healthy Swedish woman has died of blood clots in arteries and veins and major bleeding about a week after getting AstraZeneca COVID-19 vaccine shot - Medical Products Agency 💉🇸🇪 #Coronavirus https://t.co/EjH9tLxtEO	side-effect		
1361584846267686915t	@DJTROGUENATION @wakeupworld15 @stiffenking @SoarlyM I don't see why, Jess, since having the vaccine neither proves you can't get covid, nor spread it? This madness must end. Someone has to grow a backbone. If folk want the vaccine, fine. If not, fine too	ineffective		
1339422894720495621t	A health care worker in Alaska with no history of allergies had a serious allergic reaction after getting Pfizer’s coronavirus vaccine on Tuesday, symptoms that emerged within minutes and required an overnight hospital stay. https://t.co/T6JpTjTzZt	side-effect		
1285222464394584065t	@Corky_Brexit @10DowningStreet @BioNTech_Group @pfizer @valnevaSE @AstraZeneca All those that are compliant will shed the fing thing through droplets and we will get dosed - same with seasonal flu 🤬🤬🤬 Then we will need hazmat protection.	side-effect		
1233212070344171520t	@TravisJHanson79 @3rdHausSon I have Lyme disease and some of the sickest Lyme patients I know got sick immediately after the vaccine. So I haven't had one since I was diagnosed. I am not against vaccines, though.	side-effect		
1278953383865520128t	ICMR under political pressure, has asked Bharat Biotech to fast track an Indian 'COVID vaccine' which has not passed mandated trials, The responsibility of saving your lives lies entirely with each one of you. The Govt is ready to sacrifice you for a political end...	rushed political		
1447949609033248777t	@MH85Rebooted 👏👏👏👍You are not alone! I won't even consider getting any jab at all until all the clinical trial data + pharmacovigilance results of @pfizer's #COVID19 vaccine, Comirnaty ( due in 2023?) are published and I have perused them. Bes	rushed		
1353346425762033665t	"Title: Gates Found convinced Oxford to sell its vaccine right exclusive to AstraZeneca 💬: The guy who was the first scientist for the vaccination, was a genius by nature, to work in the world of medical research. ""The vaccines in the UK are not a good idea if you are…"	pharma		
1339366620003753986t	Pfizer‘s CEO says he won’t get the vaccine because he doesn’t want to cut the line. Seems awfully suspicious.	pharma		
1384941659570458627t	Glasgow woman's legs erupt in blood-filled blisters 'after getting AstraZeneca Covid vaccine' | Daily Mail Online https://t.co/MK8IaTiww9	side-effect		
1374039476868157443t	Who thought this was a good idea? Get vaccinated from Covid. Die of metabolic disorder.	side-effect		
1312841749870645249t	@Pfizer_UK I’d rather believe the highly qualified #whistleblower experts before the WHO - Bill gates & Governments shills #scamdemic2020	political		
1354886863505530880t	The crazy phase of vaccination all rushing out to get a shot that is still in clinical trials and still not 100% that it will cover possible new strains so in the end how many shots do you people want to take and invade your body with something that doesn’t belong there	rushed		
1336302432654139393t	@atensnut The flu expired from Covid, what a great tweet!. Heard the vaccine is being made by a company that is owned by the same people that freely gave us the Chinese Disease. That's right. China. You have contacts greater than I. Check this out for all	country		
1365535205453406208t	@AliBaumanTV @redsteeze @CBSNewYork I would rather wait for a real vaccine, not one of these Emergency Use Authorization (EUA) vaccines.	rushed		
1364929562241601539t	@ABC Translation... You get the Johnson & Johnson vaccine. You still get Covid. Get sick. Like, really sick. But....you probably won't die from it. And this is, great news?	ineffective		
1349280451781926918t	"""WHO working with China’s COVID-19 vaccine producers’-News Why China ? This is f..king insane. I wouldn't trust China to vaccinate my dying dog. By the way,Trump was right all along. About everything. #StopTheScam"	country		
1327744386311069696t	@NikkiUSA7 Not getting a vaccine / I don’t get the flu shot either—I work in a hospital -Respiratory Therapist—2 patients and 2 staff had COVID—nobody died	unnecessary		
1332633889806843904t	Remember that there are huge links between AstraZeneca and people who used to work deep within the Liberal Party in Australia - so are we seeing the wrong vaccine being backed for political reasons over medical reasons? https://t.co/wE7cUiYecP	political		
1414659855512752131t	#NEWS: Johnson & Johnson’s Covid-19 vaccine may trigger a rare neurological condition in a small number of people who receive the vaccine, the FDA said. https://t.co/lgrPzSQ6Ef	side-effect		
1436395776528171008t	you also have to say there's an equally likely chance that the J&J vaccine is as low as 31% effective vs Pfizer's 85%. So yes, you can pick ends of a 95% CI interval to say there's a small likelihood of actual no difference, but you're most likely to be wrong.	ineffective		
1365346404760244227t	@ClivetheFirst @johnaita00 @RealCarlVernon I am perfectly happy, if people want the #vaccine as long as I am not forced to have it.  I don't like #vaccines in general. Since it is open (early December) we haven't got a single cases of #COVID19 where I wor	mandatory unnecessary		
1303582260592095238t	even if we get vaccine.. i'm definitely not gonna get one , for sure . i'd rather stay non-immune to covid	ineffective		
1232973109118066688t	@_sHx_ @Jake_Hanrahan you cant cure the common cold it mutates every season you could immunise against corvid 19 but it is already showing some cases that take 24 days to show symptoms so that could be a b strain already by 18 months time when a vaccine i	unnecessary		
1319611401351155713t	@SkyNews @fact_covid It means perpetual lockdown and dystopian rules for something that may never have an effective vaccine. It’s unhinged, tyrannical bollocks.	ineffective		
1303876854663671808t	@TheLooseThread @uTobian @AstraZeneca I am convinced releasing the actual seroprevalence would show that we are nearing community immunity, and as such we would not need vaccines. I believe CDC is complicit in pharmaceutical dealings to drag out the fear 	unnecessary		
1337761509590659078t	@JasonMillerinDC We? He did fucking nothing but tell Pfizer we don’t want any more vaccines. https://t.co/TzsXuDTaDi	none		
1343585522216706052t	@SocialistMMA https://t.co/m9KjiVc3LP The Independent quoted Astra Zeneca exec Pascal Soriot: “there is a danger that the virus could disappear too fast.” School shutdowns help with this by blackmailing parents into accepting pharma’s plan or starvi	pharma		
1377374320662519809t	@ramseyboltin @TaylO_orr But if the government won’t approve their own vaccine they’re pushing what does that say?	side-effect		
1339386270125076481t	My job told us today we would be receiving the COVID-19 vaccine by then end of January! I politely declined it! I will not take it	none		
1288296147698630657t	@adamfeuerstein @florian_krammer @matthewherper Moderna is the Nikola of Vaccines. A one trick pony that has perfected the art of strategic news leaks. @Nikola_Truth @InsiderNikola @nikolamotor @nikolatrevor	pharma		
